48.813692,44.803464
48.814137,44.802634
48.815912,44.767044
48.812976,44.76673
48.818032,44.767394
48.815943,44.76773
48.814689,44.765036
48.813637,44.766825
48.815661,44.767682
48.818642,44.768199
48.812893,44.76676
48.814763,44.764767
48.81812,44.768905
48.813321,44.76702
48.818359,44.767634
48.811694,44.76538
48.811471,44.765555
48.818549,44.767574
48.815514,44.767254
48.814705,44.764902
48.818846,44.767312
48.816482,44.767871
48.811979,44.765939
48.819768,44.768586
48.814598,44.764851
48.819455,44.768154
48.815603,44.767788
48.814104,44.767247
48.77301,44.819571
48.774175,44.822086
48.777658,44.815524
48.775798,44.819927
48.77418,44.820541
48.775457,44.819875
48.77636,44.817462
48.773248,44.823814
48.776419,44.820313
48.772019,44.821662
48.777065,44.816273
48.768164,44.814336
48.773892,44.819277
48.764808,44.815419
48.765536,44.816121
48.76872,44.816043
48.76685,44.8181
48.767539,44.815731
48.766531,44.814558
48.767204,44.816044
48.767615,44.817994
48.768287,44.814112
48.767409,44.815798
48.767979,44.814773
48.766894,44.815244
48.765847,44.81377
48.767561,44.816595
48.769683,44.81771
48.765066,44.814815
48.769431,44.817156
48.766928,44.8163
48.767629,44.81513
48.766137,44.816063
48.766943,44.818155
48.764928,44.813509
48.766447,44.816598
48.768233,44.815471
48.767815,44.817464
48.766643,44.816886
48.766772,44.814743
48.773464,44.812084
48.773814,44.812431
48.773188,44.812476
48.772863,44.811694
48.771381,44.813983
48.772195,44.811398
48.772672,44.812131
48.771279,44.815699
48.770757,44.811331
48.771728,44.814328
48.771322,44.811782
48.773671,44.812346
48.772331,44.814801
48.770428,44.814125
48.77121,44.815265
48.770792,44.812928
48.772448,44.811671
48.770112,44.813568
48.772063,44.811386
48.771171,44.814005
48.770899,44.814873
48.772381,44.812251
48.772488,44.813607
48.773086,44.813315
48.773754,44.810794
48.777541,44.820107
48.774035,44.81241
48.775222,44.809565
48.776741,44.809671
48.775862,44.817433
48.774704,44.811327
48.774505,44.811222
48.773942,44.811826
48.773668,44.811317
48.774708,44.810375
48.778617,44.8184
48.773742,44.819187
48.774305,44.821144
48.778186,44.814193
48.777688,44.819073
48.775521,44.821733
48.775501,44.821356
48.766759,44.812897
48.776706,44.818348
48.778953,44.818041
48.773579,44.825598
48.776926,44.817802
48.773841,44.822963
48.778941,44.81739
48.771793,44.821191
48.773284,44.824906
48.774778,44.810099
48.776458,44.817208
48.777022,44.817705
48.77278,44.822278
48.772403,44.819796
48.766609,44.813993
48.774911,44.811696
48.774094,44.820307
48.768541,44.813469
48.777648,44.816574
48.773125,44.823087
48.766183,44.8163
48.771185,44.812138
48.771954,44.811572
48.766554,44.815103
48.766337,44.814813
48.764733,44.815744
48.777761,44.815847
48.775091,44.821976
48.771308,44.821733
48.775489,44.823031
48.776297,44.816813
48.777292,44.815225
48.778517,44.816207
48.800588,44.862242
48.813712,44.800481
48.75237,44.803285
48.752484,44.801788
48.752577,44.801043
48.752184,44.801262
48.751579,44.803143
48.751937,44.802708
48.752328,44.80367
48.750473,44.799757
48.750304,44.798899
48.749766,44.798856
48.750841,44.798512
48.750502,44.798169
48.739023,44.815107
48.738857,44.815456
48.737645,44.81433
48.73749,44.814526
48.738247,44.816119
48.73886,44.816037
48.739876,44.816117
48.741351,44.817219
48.74095,44.818255
48.739974,44.81559
48.739738,44.815682
48.740395,44.816905
48.739804,44.817259
48.738326,44.814818
48.736931,44.81415
48.741203,44.816901
48.739794,44.816837
48.741973,44.815847
48.741341,44.816103
48.741909,44.815911
48.741227,44.816293
48.740991,44.815723
48.741196,44.816235
48.740345,44.815079
48.741812,44.815486
48.74034,44.815323
48.740256,44.815331
48.773042,44.826387
48.766968,44.820023
48.76481,44.816291
48.76565,44.817829
48.76675,44.820318
48.765983,44.819109
48.76409,44.815434
48.764414,44.816082
48.765222,44.818017
48.764507,44.817039
48.765763,44.825404
48.772832,44.826883
48.7724,44.825934
48.764326,44.815963
48.763936,44.815868
48.766544,44.820702
48.763697,44.816665
48.766031,44.791826
48.770028,44.790779
48.76923,44.791448
48.773156,44.791118
48.772962,44.79155
48.771588,44.787337
48.769139,44.787721
48.771827,44.786564
48.771779,44.788846
48.769771,44.787718
48.769309,44.787144
48.770641,44.792884
48.770955,44.789093
48.770577,44.786154
48.769526,44.788259
48.771051,44.786247
48.771717,44.787456
48.769494,44.786644
48.770127,44.787885
48.770199,44.789614
48.772348,44.789702
48.772498,44.790815
48.76895,44.786952
48.771546,44.789119
48.771533,44.789065
48.770924,44.791723
48.772486,44.788478
48.770383,44.786882
48.769755,44.787491
48.771571,44.790524
48.77077,44.788928
48.770701,44.788899
48.771062,44.787384
48.772653,44.790017
48.771514,44.788387
48.771975,44.787623
48.772454,44.790536
48.769442,44.790448
48.77158,44.788549
48.766118,44.791707
48.821478,44.813422
48.822117,44.811285
48.823042,44.81139
48.822181,44.812199
48.822854,44.810191
48.822058,44.809586
48.821161,44.813037
48.821726,44.811976
48.822002,44.810897
48.773671,44.759288
48.776188,44.754696
48.775848,44.755383
48.775679,44.754481
48.775537,44.755812
48.772992,44.760833
48.773614,44.7574
48.772681,44.75903
48.776244,44.755511
48.774069,44.763418
48.774495,44.760695
48.773893,44.76215
48.772387,44.762781
48.774769,44.756303
48.774915,44.756952
48.774571,44.763129
48.770747,44.762542
48.774832,44.758442
48.774962,44.760475
48.77417,44.760062
48.774631,44.761434
48.774376,44.762027
48.775485,44.758014
48.774819,44.759179
48.774997,44.760064
48.771265,44.762826
48.772186,44.762718
48.774368,44.754875
48.775961,44.756413
48.773161,44.759717
48.773133,44.76107
48.77237,44.760919
48.774828,44.761647
48.773707,44.7611
48.775241,44.75953
48.773177,44.762107
48.773666,44.761133
48.773938,44.761307
48.774904,44.761151
48.774963,44.76141
48.774987,44.758955
48.773852,44.76182
48.773315,44.762807
48.773751,44.759178
48.773797,44.762372
48.773738,44.762465
48.802122,44.815793
48.800296,44.815538
48.805342,44.816339
48.803327,44.813005
48.799536,44.815783
48.801819,44.811644
48.802245,44.811338
48.803041,44.811035
48.801841,44.815135
48.800565,44.813901
48.801099,44.813335
48.787753,44.776754
48.786784,44.780763
48.788589,44.776693
48.786905,44.784822
48.787126,44.778612
48.787552,44.77833
48.787055,44.778984
48.788366,44.775901
48.787476,44.778335
48.788123,44.777189
48.787593,44.776082
48.787182,44.778208
48.786324,44.776956
48.78852,44.775868
48.788679,44.780133
48.787523,44.780304
48.787353,44.776259
48.785537,44.788896
48.787469,44.783223
48.787915,44.78162
48.787749,44.785071
48.785783,44.783504
48.787807,44.782447
48.786399,44.785008
48.786086,44.788312
48.786488,44.784989
48.786312,44.782578
48.785755,44.787924
48.786299,44.782625
48.785948,44.787205
48.786725,44.7847
48.78603,44.786065
48.786292,44.788379
48.785979,44.78903
48.786918,44.786509
48.787678,44.78282
48.786969,44.787437
48.785802,44.787827
48.787782,44.779716
48.787707,44.777522
48.788328,44.77704
48.788317,44.777035
48.786902,44.776722
48.788001,44.777624
